ID,SectorBranchesSIC2008,Periods,CompensationOfEmployees_1,WagesAndSalaries_2,EmployersSocialContributions_3,WageCosts_4,CompensationOfEmployees_5,WagesAndSalaries_6,WageCosts_7,CompensationPerFte_8,WagesPerFte_9,WageCostsPerFte_10,CompensationPerHourWorked_11,WagesPerHourWorked_12,WageCostsPerHourWorked_13,CompensationPerFte_14,WagesPerFte_15,WageCostsPerFte_16,CompensationPerHourWorked_17,WagesPerHourWorked_18,WageCostsPerHourWorked_19,FullTimeEquivalentFte_20,HoursWorked_21,HoursPaid_22,HoursAgreed_23,PaidExtraHours_24,FullTimeEquivalentFte_25,HoursWorked_26,Total_27,Male_28,Female_29,Total_30,Male_31,Female_32,Total_33,Male_34,Female_35,Total_36,Title,Description,CategoryGroupID,Year
1883,396400 ,2018JJ00,8669.0,6591.0,2078.0,8649.0,-2.1,-0.4,-2.2,107.5,81.7,107.2,63.1,48.0,63.0,0.9,2.7,0.9,0.4,2.2,0.4,81.0,137.0,160.0,160.0,0.0,-3.0,-2.5,88.0,51.0,37.0,63.0,45.0,18.0,25.0,6.0,19.0,-3.2,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2018
1884,396400 ,2019JJ00,8903.0,6785.0,2118.0,8882.0,2.7,2.9,2.7,109.7,83.6,109.4,64.1,48.9,64.0,2.1,2.3,2.0,1.6,1.9,1.6,81.0,139.0,161.0,161.0,0.0,0.6,1.1,88.0,51.0,37.0,64.0,45.0,19.0,24.0,6.0,18.0,0.4,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2019
1885,396400 ,2020JJ00,9295.0,7029.0,2266.0,9263.0,4.4,3.6,4.3,111.6,84.4,111.3,65.5,49.5,65.2,1.8,1.0,1.7,2.0,1.3,1.9,83.0,142.0,166.0,166.0,0.0,2.5,2.3,90.0,52.0,38.0,67.0,46.0,20.0,23.0,6.0,17.0,2.1,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2020
1886,396400 ,2021JJ00,9874.0,7481.0,2393.0,9840.0,6.2,6.4,6.2,116.5,88.3,116.1,68.5,51.9,68.2,4.4,4.6,4.4,4.6,4.8,4.6,85.0,144.0,168.0,168.0,0.0,1.8,1.6,91.0,53.0,38.0,69.0,47.0,22.0,22.0,6.0,16.0,0.8,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2021
1887,396400 ,2022JJ00,10328.0,7755.0,2573.0,10339.0,4.6,3.7,5.1,119.2,89.5,119.3,70.5,53.0,70.6,2.3,1.4,2.7,3.0,2.1,3.5,87.0,146.0,172.0,172.0,0.0,2.3,1.5,93.0,54.0,39.0,71.0,48.0,23.0,22.0,6.0,16.0,2.2,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2022
1888,396400 ,2023JJ00,11095.0,8416.0,2679.0,11088.0,7.4,8.5,7.2,123.4,93.6,123.3,73.5,55.7,73.4,3.5,4.6,3.3,4.1,5.2,4.0,90.0,151.0,178.0,178.0,0.0,3.8,3.2,96.0,55.0,41.0,74.0,49.0,25.0,22.0,6.0,16.0,3.5,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2023
1889,396400 ,2024JJ00,11973.0,9036.0,2937.0,11973.0,7.9,7.4,8.0,126.8,95.7,126.8,74.8,56.4,74.8,2.8,2.3,2.9,1.8,1.3,1.9,94.0,160.0,190.0,190.0,0.0,5.0,6.0,101.0,58.0,43.0,74.0,49.0,25.0,27.0,9.0,18.0,5.5,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2024
1890,398700 ,1995JJ00,2176.0,1900.0,276.0,2176.0,,,,47.8,41.8,47.8,29.6,25.8,29.6,,,,,,,45.0,74.0,,,,,,50.0,33.0,17.0,,,,,,,,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,1995
1891,398700 ,1996JJ00,2298.0,2009.0,289.0,2295.0,5.6,5.7,5.5,50.3,44.0,50.2,31.0,27.1,31.0,5.2,5.3,5.0,4.9,5.0,4.8,46.0,74.0,,,,0.4,0.7,50.0,33.0,17.0,,,,,,,-0.2,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,1996
1892,398700 ,1997JJ00,2422.0,2129.0,293.0,2418.0,5.4,6.0,5.3,49.5,43.6,49.5,30.7,27.0,30.7,-1.5,-0.9,-1.5,-0.9,-0.4,-1.0,49.0,79.0,,,,7.0,6.4,53.0,34.0,19.0,,,,,,,6.5,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,1997
1893,398700 ,1998JJ00,2426.0,2055.0,371.0,2422.0,0.2,-3.5,0.2,48.7,41.2,48.6,30.2,25.6,30.1,-1.8,-5.3,-1.8,-1.8,-5.4,-1.8,50.0,80.0,,,,2.0,2.1,55.0,35.0,20.0,,,,,,,3.0,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,1998
1894,398700 ,1999JJ00,2591.0,2174.0,417.0,2590.0,6.8,5.8,7.0,51.5,43.2,51.5,31.7,26.6,31.7,5.8,4.8,6.0,5.1,4.1,5.2,50.0,82.0,,,,0.9,1.6,56.0,35.0,21.0,,,,,,,1.7,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,1999
1895,398700 ,2000JJ00,2785.0,2323.0,462.0,2784.0,7.5,6.8,7.5,55.0,45.9,55.0,34.3,28.6,34.3,6.7,6.1,6.7,8.3,7.6,8.3,51.0,81.0,,,,0.7,-0.7,57.0,35.0,22.0,,,,,,,2.1,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2000
1896,398700 ,2001JJ00,2718.0,2432.0,286.0,2720.0,-2.4,4.7,-2.3,53.9,48.2,53.9,33.6,30.1,33.6,-2.0,5.1,-1.9,-2.1,5.1,-2.0,50.0,81.0,,,,-0.4,-0.3,58.0,34.0,23.0,,,,,,,0.9,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2001
1897,398700 ,2002JJ00,3144.0,2631.0,513.0,3145.0,15.7,8.2,15.6,60.0,50.2,60.0,37.7,31.6,37.7,11.4,4.2,11.4,12.2,4.9,12.1,52.0,83.0,,,,3.8,3.1,58.0,35.0,23.0,,,,,,,1.1,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2002
1898,398700 ,2003JJ00,3244.0,2756.0,488.0,3242.0,3.2,4.7,3.1,61.8,52.5,61.7,37.9,32.2,37.9,3.0,4.5,2.9,0.5,2.1,0.4,52.0,86.0,,,,0.2,2.6,59.0,35.0,24.0,,,,,,,0.9,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2003
1899,398700 ,2004JJ00,3301.0,2835.0,466.0,3295.0,1.8,2.9,1.6,64.1,55.1,64.0,39.3,33.8,39.2,3.8,5.0,3.7,3.7,4.8,3.6,51.0,84.0,,,,-2.0,-1.9,57.0,34.0,24.0,,,,,,,-2.6,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2004
1900,398700 ,2005JJ00,3128.0,2717.0,411.0,3128.0,-5.2,-4.2,-5.1,64.1,55.6,64.1,39.5,34.3,39.5,-0.1,1.0,0.0,0.5,1.7,0.7,49.0,79.0,,,,-5.1,-5.7,54.0,31.0,23.0,,,,,,,-5.1,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2005
1901,398700 ,2006JJ00,3780.0,3186.0,594.0,3779.0,20.8,17.3,20.8,68.2,57.5,68.2,41.5,35.0,41.5,6.5,3.3,6.5,5.0,1.9,5.0,55.0,91.0,,,,13.5,15.1,62.0,36.0,26.0,,,,,,,13.4,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2006
1902,398700 ,2007JJ00,3687.0,3231.0,456.0,3687.0,-2.5,1.4,-2.4,67.7,59.4,67.7,40.8,35.8,40.8,-0.7,3.2,-0.7,-1.7,2.3,-1.6,54.0,90.0,,,,-1.8,-0.8,61.0,35.0,26.0,,,,,,,-1.9,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2007
1903,398700 ,2008JJ00,3701.0,3211.0,490.0,3700.0,0.4,-0.6,0.4,70.0,60.7,70.0,41.9,36.4,41.9,3.4,2.3,3.3,2.7,1.7,2.7,53.0,88.0,,,,-2.9,-2.3,59.0,34.0,25.0,,,,,,,-2.7,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2008
1904,398700 ,2009JJ00,3713.0,3163.0,550.0,3713.0,0.3,-1.5,0.4,71.3,60.8,71.3,42.7,36.4,42.7,1.9,0.1,2.0,1.9,0.0,1.9,52.0,87.0,,,,-1.6,-1.5,58.0,33.0,25.0,,,,,,,-1.3,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2009
1905,398700 ,2010JJ00,3905.0,3370.0,535.0,3907.0,5.1,6.5,5.2,71.5,61.7,71.5,42.7,36.9,42.8,0.2,1.5,0.2,0.1,1.4,0.1,55.0,91.0,107.0,106.0,0.0,5.0,5.1,61.0,32.0,29.0,38.0,27.0,11.0,23.0,5.0,18.0,5.0,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2010
1906,398700 ,2011JJ00,3405.0,2856.0,549.0,3409.0,-12.8,-15.3,-12.7,74.1,62.1,74.2,44.2,37.1,44.2,3.7,0.8,3.8,3.4,0.5,3.4,46.0,77.0,90.0,89.0,0.0,-15.9,-15.6,52.0,27.0,25.0,31.0,22.0,9.0,21.0,5.0,16.0,-15.5,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2011
1907,398700 ,2012JJ00,3425.0,2875.0,550.0,3425.0,0.6,0.7,0.5,76.5,64.2,76.5,45.7,38.4,45.7,3.2,3.3,3.1,3.5,3.6,3.4,45.0,75.0,87.0,87.0,0.0,-2.5,-2.8,50.0,26.0,24.0,30.0,21.0,9.0,20.0,5.0,15.0,-2.8,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2012
1908,398700 ,2013JJ00,3581.0,2917.0,664.0,3604.0,4.6,1.5,5.2,80.4,65.5,80.9,47.6,38.8,47.9,5.1,2.0,5.8,4.1,1.0,4.7,45.0,75.0,88.0,87.0,1.0,-0.5,0.5,50.0,26.0,24.0,30.0,21.0,9.0,19.0,4.0,15.0,-1.3,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2013
1909,398700 ,2014JJ00,3602.0,2838.0,764.0,3620.0,0.6,-2.7,0.4,83.9,66.1,84.3,49.5,39.0,49.8,4.3,0.9,4.2,4.1,0.7,3.9,43.0,73.0,84.0,84.0,0.0,-3.6,-3.4,48.0,24.0,23.0,29.0,20.0,9.0,19.0,4.0,14.0,-3.9,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2014
1910,398700 ,2015JJ00,3869.0,2750.0,1119.0,3871.0,7.4,-3.1,6.9,93.5,66.5,93.6,55.4,39.4,55.4,11.5,0.6,11.0,11.9,0.9,11.4,41.0,70.0,81.0,81.0,0.0,-3.7,-4.0,45.0,24.0,22.0,28.0,20.0,9.0,17.0,4.0,13.0,-4.9,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2015
1911,398700 ,2016JJ00,3901.0,2686.0,1215.0,3903.0,0.8,-2.3,0.8,97.6,67.2,97.6,58.0,39.9,58.0,4.3,1.1,4.3,4.6,1.3,4.6,40.0,67.0,78.0,78.0,0.0,-3.4,-3.6,44.0,23.0,21.0,27.0,19.0,8.0,17.0,4.0,13.0,-3.5,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2016
1912,398700 ,2017JJ00,3715.0,2503.0,1212.0,3742.0,-4.7,-6.8,-4.1,98.8,66.6,99.5,57.9,39.0,58.3,1.3,-0.9,2.0,-0.1,-2.2,0.6,38.0,64.0,74.0,73.0,0.0,-6.0,-4.6,41.0,21.0,20.0,25.0,18.0,7.0,16.0,4.0,12.0,-6.2,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2017
1913,398700 ,2018JJ00,3406.0,2347.0,1059.0,3420.0,-8.3,-6.2,-8.6,98.3,67.7,98.7,57.9,39.9,58.1,-0.5,1.7,-0.9,0.0,2.2,-0.3,35.0,59.0,68.0,68.0,0.0,-7.8,-8.3,38.0,19.0,18.0,23.0,16.0,7.0,15.0,3.0,11.0,-8.4,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2018
1914,398700 ,2019JJ00,3196.0,2256.0,940.0,3207.0,-6.2,-3.9,-6.2,99.6,70.3,100.0,59.1,41.7,59.3,1.4,3.8,1.3,2.0,4.5,2.0,32.0,54.0,63.0,63.0,0.0,-7.4,-8.1,35.0,18.0,17.0,22.0,15.0,7.0,13.0,3.0,10.0,-6.8,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2019
1915,398700 ,2020JJ00,3399.0,2387.0,1012.0,3417.0,6.3,5.8,6.5,102.6,72.1,103.2,60.9,42.8,61.2,3.0,2.5,3.2,3.1,2.6,3.3,33.0,56.0,66.0,65.0,0.0,3.2,3.1,36.0,18.0,18.0,22.0,15.0,7.0,14.0,3.0,11.0,3.5,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2020
1916,398700 ,2021JJ00,3537.0,2431.0,1106.0,3562.0,4.1,1.9,4.3,106.9,73.5,107.7,63.7,43.8,64.1,4.2,2.0,4.4,4.5,2.3,4.7,33.0,56.0,65.0,65.0,0.0,-0.1,-0.4,36.0,18.0,18.0,22.0,15.0,7.0,14.0,3.0,10.0,-0.6,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2021
1917,398700 ,2022JJ00,3504.0,2502.0,1002.0,3527.0,-0.9,2.9,-1.0,104.5,74.6,105.2,62.8,44.9,63.3,-2.3,1.5,-2.3,-1.3,2.6,-1.3,34.0,56.0,65.0,65.0,0.0,1.4,0.3,37.0,18.0,18.0,22.0,15.0,7.0,14.0,4.0,11.0,1.4,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2022
1918,398700 ,2023JJ00,3709.0,2720.0,989.0,3764.0,5.9,8.7,6.7,103.3,75.7,104.8,62.6,45.9,63.5,-1.2,1.5,-0.4,-0.4,2.3,0.4,36.0,59.0,70.0,70.0,0.0,7.1,6.3,39.0,19.0,20.0,23.0,16.0,8.0,16.0,4.0,12.0,7.2,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2023
1919,398700 ,2024JJ00,4135.0,3032.0,1103.0,4159.0,11.5,11.5,10.5,108.2,79.3,108.8,65.8,48.2,66.1,4.7,4.7,3.8,5.1,5.1,4.1,38.0,63.0,75.0,75.0,0.0,6.5,6.1,42.0,21.0,21.0,25.0,16.0,9.0,17.0,4.0,12.0,6.3,65 Insurance and pension funding,Insurance and pension funding (no compulsory social security),14,2024
1920,400200 ,1995JJ00,2228.0,1851.0,377.0,2227.0,,,,42.3,35.2,42.3,23.7,19.7,23.7,,,,,,,53.0,94.0,,,,,,59.0,31.0,29.0,,,,,,,,66 Other financial services,Other financial services,14,1995
1921,400200 ,1996JJ00,2420.0,2019.0,401.0,2416.0,8.6,9.1,8.5,44.2,36.9,44.1,24.5,20.5,24.5,4.5,5.0,4.4,3.4,3.8,3.2,55.0,99.0,,,,3.9,5.1,62.0,33.0,30.0,,,,,,,5.5,66 Other financial services,Other financial services,14,1996
1922,400200 ,1997JJ00,2578.0,2173.0,405.0,2570.0,6.5,7.6,6.4,44.5,37.5,44.4,24.8,20.9,24.7,0.7,1.7,0.5,1.1,2.1,1.0,58.0,104.0,,,,5.8,5.4,65.0,35.0,31.0,,,,,,,4.8,66 Other financial services,Other financial services,14,1997
1923,400200 ,1998JJ00,2848.0,2258.0,590.0,2837.0,10.5,3.9,10.4,45.8,36.3,45.6,25.5,20.2,25.4,2.9,-3.2,2.8,2.7,-3.4,2.6,62.0,112.0,,,,7.4,7.6,71.0,38.0,33.0,,,,,,,8.9,66 Other financial services,Other financial services,14,1998
1924,400200 ,1999JJ00,3069.0,2418.0,651.0,3059.0,7.7,7.1,7.8,48.7,38.4,48.5,27.1,21.4,27.1,6.2,5.6,6.3,6.5,5.8,6.6,63.0,113.0,,,,1.4,1.2,73.0,39.0,34.0,,,,,,,2.7,66 Other financial services,Other financial services,14,1999
1925,400200 ,2000JJ00,3315.0,2597.0,718.0,3306.0,8.0,7.4,8.1,50.5,39.5,50.3,28.5,22.4,28.5,3.7,3.1,3.8,5.2,4.6,5.2,66.0,116.0,,,,4.2,2.7,75.0,40.0,35.0,,,,,,,2.9,66 Other financial services,Other financial services,14,2000
1926,400200 ,2001JJ00,3453.0,2759.0,694.0,3443.0,4.2,6.2,4.2,52.2,41.7,52.1,29.5,23.6,29.4,3.4,5.5,3.4,3.4,5.4,3.4,66.0,117.0,,,,0.8,0.8,77.0,42.0,35.0,,,,,,,2.1,66 Other financial services,Other financial services,14,2001
1927,400200 ,2002JJ00,3535.0,2790.0,745.0,3524.0,2.3,1.1,2.3,54.8,43.3,54.7,31.0,24.4,30.9,5.1,3.8,5.0,4.9,3.6,4.9,64.0,114.0,,,,-2.6,-2.4,76.0,42.0,34.0,,,,,,,-0.6,66 Other financial services,Other financial services,14,2002
1928,400200 ,2003JJ00,3661.0,2875.0,786.0,3649.0,3.6,3.0,3.5,57.0,44.7,56.8,32.5,25.5,32.4,3.9,3.4,3.9,5.0,4.5,5.0,64.0,113.0,,,,-0.3,-1.4,77.0,42.0,35.0,,,,,,,1.0,66 Other financial services,Other financial services,14,2003
1929,400200 ,2004JJ00,3756.0,2943.0,813.0,3743.0,2.6,2.4,2.6,58.9,46.1,58.7,32.5,25.4,32.4,3.4,3.1,3.4,-0.1,-0.3,-0.1,64.0,116.0,,,,-0.7,2.7,76.0,42.0,34.0,,,,,,,-1.0,66 Other financial services,Other financial services,14,2004
1930,400200 ,2005JJ00,3874.0,3059.0,815.0,3869.0,3.2,4.0,3.4,60.7,47.9,60.6,33.7,26.6,33.7,3.0,3.8,3.3,3.9,4.7,4.1,64.0,115.0,,,,0.1,-0.7,77.0,42.0,34.0,,,,,,,0.4,66 Other financial services,Other financial services,14,2005
1931,400200 ,2006JJ00,4068.0,3257.0,811.0,4064.0,5.0,6.5,5.0,61.9,49.6,61.9,35.1,28.1,35.0,2.1,3.5,2.1,3.9,5.3,3.9,66.0,116.0,,,,2.9,1.1,79.0,44.0,35.0,,,,,,,2.8,66 Other financial services,Other financial services,14,2006
1932,400200 ,2007JJ00,4346.0,3483.0,863.0,4342.0,6.8,6.9,6.8,67.4,54.0,67.3,38.1,30.5,38.0,8.8,8.9,8.8,8.6,8.7,8.6,65.0,114.0,,,,-1.8,-1.6,78.0,44.0,34.0,,,,,,,-1.2,66 Other financial services,Other financial services,14,2007
1933,400200 ,2008JJ00,4631.0,3682.0,949.0,4627.0,6.6,5.7,6.6,69.9,55.6,69.9,39.4,31.3,39.3,3.8,3.0,3.8,3.4,2.6,3.4,66.0,118.0,,,,2.7,3.1,80.0,46.0,34.0,,,,,,,2.8,66 Other financial services,Other financial services,14,2008
1934,400200 ,2009JJ00,4570.0,3640.0,930.0,4564.0,-1.3,-1.1,-1.4,72.0,57.3,71.9,40.7,32.4,40.7,2.9,3.1,2.8,3.4,3.6,3.4,64.0,112.0,,,,-4.1,-4.6,76.0,44.0,32.0,,,,,,,-4.7,66 Other financial services,Other financial services,14,2009
1935,400200 ,2010JJ00,4506.0,3572.0,934.0,4497.0,-1.4,-1.9,-1.5,71.4,56.6,71.3,40.9,32.4,40.8,-0.8,-1.3,-0.8,0.5,0.0,0.4,63.0,110.0,128.0,128.0,0.0,-0.6,-1.9,76.0,44.0,32.0,47.0,36.0,11.0,29.0,8.0,21.0,0.2,66 Other financial services,Other financial services,14,2010
1936,400200 ,2011JJ00,4653.0,3619.0,1034.0,4644.0,3.3,1.3,3.3,74.2,57.7,74.1,42.5,33.0,42.4,4.0,2.0,4.0,3.8,1.8,3.8,63.0,110.0,127.0,126.0,0.0,-0.7,-0.5,76.0,44.0,32.0,47.0,36.0,11.0,29.0,8.0,21.0,0.0,66 Other financial services,Other financial services,14,2011
1937,400200 ,2012JJ00,4718.0,3650.0,1068.0,4707.0,1.4,0.9,1.4,75.8,58.7,75.7,43.9,34.0,43.8,2.2,1.6,2.1,3.4,2.8,3.3,62.0,108.0,126.0,126.0,0.0,-0.8,-1.9,75.0,44.0,31.0,46.0,36.0,10.0,29.0,8.0,21.0,-1.5,66 Other financial services,Other financial services,14,2012
1938,400200 ,2013JJ00,4769.0,3695.0,1074.0,4783.0,1.1,1.2,1.6,79.4,61.6,79.7,45.9,35.6,46.1,4.7,4.9,5.3,4.7,4.8,5.2,60.0,104.0,122.0,121.0,0.0,-3.5,-3.5,73.0,42.0,30.0,44.0,34.0,10.0,29.0,8.0,21.0,-3.2,66 Other financial services,Other financial services,14,2013
1939,400200 ,2014JJ00,4945.0,3712.0,1233.0,4952.0,3.7,0.5,3.5,82.3,61.8,82.4,47.2,35.4,47.3,3.6,0.4,3.4,2.7,-0.5,2.6,60.0,105.0,122.0,122.0,0.0,0.1,0.9,72.0,42.0,30.0,43.0,34.0,9.0,29.0,8.0,21.0,-0.6,66 Other financial services,Other financial services,14,2014
1940,400200 ,2015JJ00,5313.0,3972.0,1341.0,5311.0,7.4,7.0,7.2,85.5,63.9,85.4,49.1,36.7,49.0,3.8,3.4,3.7,3.9,3.5,3.8,62.0,108.0,126.0,126.0,0.0,3.5,3.4,74.0,42.0,32.0,44.0,34.0,10.0,30.0,8.0,22.0,2.6,66 Other financial services,Other financial services,14,2015
1941,400200 ,2016JJ00,5330.0,3936.0,1394.0,5325.0,0.3,-0.9,0.3,86.4,63.8,86.3,49.5,36.6,49.5,1.1,-0.1,1.0,1.0,-0.3,0.9,62.0,108.0,125.0,125.0,0.0,-0.8,-0.6,74.0,41.0,33.0,43.0,32.0,10.0,31.0,8.0,23.0,-0.7,66 Other financial services,Other financial services,14,2016
1942,400200 ,2017JJ00,5587.0,4089.0,1498.0,5593.0,4.8,3.9,5.0,89.6,65.6,89.7,51.5,37.7,51.5,3.7,2.8,3.9,3.9,3.0,4.1,62.0,109.0,127.0,126.0,0.0,1.1,0.9,75.0,41.0,33.0,42.0,33.0,10.0,32.0,9.0,23.0,1.3,66 Other financial services,Other financial services,14,2017
1943,400200 ,2018JJ00,5786.0,4261.0,1525.0,5791.0,3.6,4.2,3.5,90.4,66.6,90.5,52.0,38.3,52.0,1.0,1.6,0.9,0.9,1.6,0.9,64.0,111.0,131.0,130.0,0.0,2.6,2.6,77.0,43.0,34.0,43.0,33.0,10.0,33.0,9.0,24.0,2.8,66 Other financial services,Other financial services,14,2018
1944,400200 ,2019JJ00,6093.0,4511.0,1582.0,6096.0,5.3,5.9,5.3,93.3,69.1,93.4,53.6,39.7,53.7,3.2,3.7,3.1,3.2,3.8,3.2,65.0,114.0,133.0,133.0,0.0,2.1,2.0,78.0,43.0,35.0,44.0,33.0,10.0,34.0,10.0,24.0,1.8,66 Other financial services,Other financial services,14,2019
1945,400200 ,2020JJ00,6357.0,4719.0,1638.0,6324.0,4.3,4.6,3.7,97.9,72.6,97.4,56.8,42.1,56.5,4.9,5.2,4.3,5.8,6.1,5.2,65.0,112.0,134.0,133.0,0.0,-0.5,-1.4,77.0,44.0,34.0,43.0,33.0,10.0,34.0,11.0,24.0,-0.6,66 Other financial services,Other financial services,14,2020
1946,400200 ,2021JJ00,6958.0,5141.0,1817.0,6921.0,9.5,8.9,9.4,104.7,77.4,104.2,59.7,44.1,59.3,7.0,6.5,7.0,5.1,4.6,5.1,66.0,117.0,136.0,136.0,0.0,2.3,4.2,78.0,45.0,34.0,45.0,34.0,11.0,34.0,11.0,23.0,1.3,66 Other financial services,Other financial services,14,2021
1947,400200 ,2022JJ00,7357.0,5642.0,1715.0,7356.0,5.7,9.7,6.3,105.6,81.0,105.6,60.7,46.5,60.6,0.9,4.7,1.4,1.7,5.5,2.2,70.0,121.0,142.0,142.0,0.0,4.8,4.0,82.0,47.0,35.0,47.0,35.0,11.0,36.0,12.0,24.0,4.8,66 Other financial services,Other financial services,14,2022
1948,400200 ,2023JJ00,7537.0,5899.0,1638.0,7535.0,2.5,4.6,2.4,109.5,85.7,109.5,63.1,49.4,63.1,3.6,5.8,3.6,4.1,6.2,4.0,69.0,119.0,141.0,141.0,0.0,-1.1,-1.5,81.0,47.0,35.0,45.0,34.0,11.0,36.0,12.0,24.0,-1.0,66 Other financial services,Other financial services,14,2023
1949,400200 ,2024JJ00,7765.0,6051.0,1714.0,7751.0,3.0,2.6,2.9,112.7,87.8,112.5,64.9,50.5,64.8,2.9,2.5,2.7,2.8,2.3,2.6,69.0,120.0,142.0,142.0,0.0,0.1,0.2,82.0,47.0,35.0,44.0,33.0,11.0,37.0,13.0,24.0,0.4,66 Other financial services,Other financial services,14,2024
1950,402000 ,1995JJ00,1746.0,1355.0,391.0,1746.0,,,,40.3,31.3,40.3,23.1,18.0,23.1,,,,,,,43.0,75.0,,,,,,52.0,31.0,21.0,,,,,,,,"L Renting, buying, selling real estate","Renting, buying and selling of real estate",3,1995
1951,402000 ,1996JJ00,1846.0,1421.0,425.0,1844.0,5.7,4.9,5.6,41.6,32.0,41.5,24.0,18.5,24.0,3.1,2.3,3.0,3.6,2.9,3.5,44.0,77.0,,,,2.5,2.0,54.0,31.0,22.0,,,,,,,2.5,"L Renting, buying, selling real estate","Renting, buying and selling of real estate",3,1996
1952,402000 ,1997JJ00,1941.0,1523.0,418.0,1936.0,5.1,7.1,4.9,41.9,32.9,41.8,24.3,19.1,24.2,0.8,2.7,0.6,1.3,3.3,1.1,46.0,80.0,,,,4.3,3.7,55.0,32.0,23.0,,,,,,,2.7,"L Renting, buying, selling real estate","Renting, buying and selling of real estate",3,1997
1953,402000 ,1998JJ00,2192.0,1600.0,592.0,2187.0,13.0,5.1,13.0,44.4,32.4,44.3,25.8,18.9,25.8,6.0,-1.3,6.1,6.3,-1.1,6.3,49.0,85.0,,,,6.6,6.3,59.0,36.0,24.0,,,,,,,8.0,"L Renting, buying, selling real estate","Renting, buying and selling of real estate",3,1998
1954,402000 ,1999JJ00,2404.0,1743.0,661.0,2402.0,9.7,8.9,9.8,47.6,34.5,47.5,27.5,20.0,27.5,7.1,6.4,7.3,6.5,5.8,6.7,51.0,87.0,,,,2.4,2.9,61.0,36.0,25.0,,,,,,,2.3,"L Renting, buying, selling real estate","Renting, buying and selling of real estate",3,1999
1955,402000 ,2000JJ00,2671.0,1900.0,771.0,2670.0,11.1,9.0,11.1,50.5,36.0,50.5,29.5,21.0,29.5,6.2,4.2,6.3,7.2,5.2,7.3,53.0,91.0,,,,4.6,3.6,64.0,37.0,27.0,,,,,,,4.6,"L Renting, buying, selling real estate","Renting, buying and selling of real estate",3,2000
1956,402000 ,2001JJ00,2740.0,2032.0,708.0,2738.0,2.6,7.0,2.6,50.3,37.3,50.2,29.3,21.7,29.3,-0.5,3.7,-0.6,-0.7,3.5,-0.7,54.0,94.0,,,,3.1,3.3,66.0,37.0,29.0,,,,,,,3.6,"L Renting, buying, selling real estate","Renting, buying and selling of real estate",3,2001
1957,402000 ,2002JJ00,2949.0,2212.0,737.0,2949.0,7.6,8.8,7.7,52.0,39.0,52.0,30.5,22.9,30.5,3.4,4.6,3.5,4.1,5.3,4.2,57.0,97.0,,,,4.1,3.4,69.0,38.0,31.0,,,,,,,4.8,"L Renting, buying, selling real estate","Renting, buying and selling of real estate",3,2002
1958,402000 ,2003JJ00,3205.0,2334.0,871.0,3205.0,8.7,5.5,8.7,56.0,40.8,56.0,32.9,23.9,32.9,7.7,4.6,7.7,7.7,4.6,7.7,57.0,98.0,,,,0.9,0.9,70.0,39.0,31.0,,,,,,,1.4,"L Renting, buying, selling real estate","Renting, buying and selling of real estate",3,2003
